hallmark_name	comparison	pathway_score_difference	tukey_p_value	cg	library_type	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Diagnosis-Deceased	-0.1489980764557048	0.7388707747407699	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Progressive-Deceased	-0.09198578524680588	0.819253204958418	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Deceased	0.04563956767431779	0.9630006656228569	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Progressive-Diagnosis	0.05701229120889892	0.9775928197627595	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Diagnosis	0.1946376441300226	0.49004527743813864	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Progressive	0.13762535292112366	0.44047338094464283	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Diagnosis-Deceased	0.042949004820941106	0.9943802083865425	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Deceased	0.0534200015758467	0.972914755523435	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Deceased	0.03311047964575131	0.9909167498292033	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Diagnosis	0.010470996754905593	0.9999101464047797	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Diagnosis	-0.009838525175189794	0.9999127005424957	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Progressive	-0.020309521930095387	0.997444615820011	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Diagnosis-Deceased	0.26836668337130887	0.32481252538105365	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Progressive-Deceased	0.004059915569944339	0.9999816084593243	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Recurrence-Deceased	0.14390727175044693	0.4928872601579538	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Progressive-Diagnosis	-0.26430676780136453	0.31729998599872755	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Recurrence-Diagnosis	-0.1244594116208619	0.8157047684897163	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Recurrence-Progressive	0.1398473561805026	0.46752290396623297	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Diagnosis-Deceased	-0.2978233150857863	0.7805754338740427	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Progressive-Deceased	-0.18066164761613782	0.8566314084331184	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Recurrence-Deceased	-0.22245254388065003	0.7056457085589636	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Progressive-Diagnosis	0.11716166746964851	0.980538838027281	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Recurrence-Diagnosis	0.0753707712051363	0.9937242999244575	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Recurrence-Progressive	-0.0417908962645122	0.9963572325472687	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Diagnosis-Deceased	-0.11010345395656233	0.9000186066878038	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Progressive-Deceased	-0.18565690774617077	0.3993630479708662	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Recurrence-Deceased	-0.09051792452662856	0.8224823894974678	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Progressive-Diagnosis	-0.07555345378960845	0.961617594021116	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Recurrence-Diagnosis	0.019585529429933773	0.9991408903972587	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Recurrence-Progressive	0.09513898321954223	0.7707409950618286	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Diagnosis-Deceased	-0.22062293096432922	0.6358149438073014	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Progressive-Deceased	-0.23113541366425033	0.3348229135364107	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Recurrence-Deceased	-0.19008753611133206	0.4150291237644279	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Progressive-Diagnosis	-0.01051248269992111	0.9999255448941139	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Recurrence-Diagnosis	0.030535394852997166	0.9978892296209216	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Recurrence-Progressive	0.04104787755291828	0.9834094404310231	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Diagnosis-Deceased	-0.00419534464311061	0.9999966399112097	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Progressive-Deceased	-0.08243291187364116	0.9412735271009742	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Recurrence-Deceased	0.003218836025921379	0.9999945914721355	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Progressive-Diagnosis	-0.07823756723053055	0.9780880985079987	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Recurrence-Diagnosis	0.007414180669031989	0.999976641673441	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Recurrence-Progressive	0.08565174789956254	0.9003178798754288	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Diagnosis-Deceased	0.2527414745203258	0.12876012069760656	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Progressive-Deceased	0.09187814676544681	0.6553343586356498	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Recurrence-Deceased	0.14504388451301	0.2111264161913362	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Progressive-Diagnosis	-0.160863327754879	0.4498747921844831	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Recurrence-Diagnosis	-0.10769759000731578	0.7128382195012585	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Recurrence-Progressive	0.053165737747563196	0.8578998643172514	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Diagnosis-Deceased	0.10141675365784464	0.9089799211772839	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Progressive-Deceased	0.06840265549378136	0.9245578160512191	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Recurrence-Deceased	0.046128185862108734	0.9664376556682729	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Progressive-Diagnosis	-0.03301409816406328	0.9960165261150493	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Recurrence-Diagnosis	-0.055288567795735905	0.9790415656501921	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Recurrence-Progressive	-0.022274469631672622	0.9951780224820923	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Diagnosis-Deceased	-0.023978870152290277	0.9994758141698015	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Progressive-Deceased	-0.0735107292715031	0.9636303542446389	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Recurrence-Deceased	-0.005067291688073183	0.999982281924858	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Progressive-Diagnosis	-0.04953185911921282	0.9951223002243443	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Recurrence-Diagnosis	0.018911578464217094	0.9996754714702298	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COAGULATION	Recurrence-Progressive	0.06844343758342991	0.9535229053735008	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Diagnosis-Deceased	0.07130365595681831	0.9874456222303079	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Progressive-Deceased	-0.002811960437766159	0.9999978729192271	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Recurrence-Deceased	0.08592894098394055	0.9296928292193196	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Progressive-Diagnosis	-0.07411561639458447	0.9849238185861986	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Recurrence-Diagnosis	0.014625285027122237	0.9998573357019169	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Recurrence-Progressive	0.08874090142170671	0.9103183676020092	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Diagnosis-Deceased	-0.030097532940041874	0.994404473446447	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Progressive-Deceased	0.05537439304193108	0.92025974820844	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Recurrence-Deceased	0.25187519625712007	0.023308677954406387	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Progressive-Diagnosis	0.08547192598197295	0.8862856980591581	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Recurrence-Diagnosis	0.28197272919716193	0.08903864888410162	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Recurrence-Progressive	0.19650080321518898	0.07146163318130005	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Diagnosis-Deceased	0.24197773068581802	0.630729801314218	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Progressive-Deceased	0.18922069627104088	0.5723037606537917	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Recurrence-Deceased	0.20049148612556128	0.44225605073746366	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Progressive-Diagnosis	-0.05275703441477714	0.9929296426102816	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Recurrence-Diagnosis	-0.041486244560256735	0.9959337440845886	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Recurrence-Progressive	0.011270789854520402	0.9997198253594545	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Diagnosis-Deceased	-0.030661514237604937	0.9996974350050568	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Progressive-Deceased	-0.24004983497598154	0.7456208918766261	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Recurrence-Deceased	-0.24857859075404032	0.6604722179594122	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Progressive-Diagnosis	-0.2093883207383766	0.9130665786402036	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Recurrence-Diagnosis	-0.21791707651643538	0.8892097004008097	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Recurrence-Progressive	-0.008528755778058783	0.9999722221937497	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Diagnosis-Deceased	0.012514901124332484	0.9998537759480524	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Progressive-Deceased	-0.041279258722227985	0.9867766824948179	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Recurrence-Deceased	-0.04286238438864132	0.9802964751991976	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Progressive-Diagnosis	-0.05379415984656047	0.9880254622811842	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Recurrence-Diagnosis	-0.0553772855129738	0.9848204998187993	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Recurrence-Progressive	-0.001583125666413332	0.999998738331632	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Diagnosis-Deceased	0.014438932150164535	0.999783050540431	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Progressive-Deceased	-0.035572095299155254	0.9917115786834199	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Recurrence-Deceased	0.03579445470763598	0.9886828059589152	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Progressive-Diagnosis	-0.05001102744931979	0.990633617834898	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Recurrence-Diagnosis	0.021355522557471446	0.9991196311047212	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Recurrence-Progressive	0.07136655000679124	0.9074385313408471	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Diagnosis-Deceased	-0.06194912049642026	0.9003348273902221	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Progressive-Deceased	-0.08186643473877186	0.6001931579338136	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Deceased	0.0883974603768661	0.4569115710035724	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Progressive-Diagnosis	-0.019917314242351603	0.9957473418317129	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Diagnosis	0.15034658087328637	0.30209712321318727	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Progressive	0.17026389511563797	0.029761531036463285	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Diagnosis-Deceased	0.3161061258607797	0.44032029517823423	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Progressive-Deceased	0.2195380138325882	0.4751439429890747	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Deceased	0.2234517626224483	0.37519318819267	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Progressive-Diagnosis	-0.09656811202819149	0.9628551836625716	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Diagnosis	-0.09265436323833137	0.9616581065888464	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Progressive	0.003913748789860116	0.9999892240253039	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Diagnosis-Deceased	-0.11439660234833487	0.8542382290302404	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Progressive-Deceased	-0.04894547723697441	0.9643185273428204	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Deceased	-0.0433041477308159	0.966473932549955	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Progressive-Diagnosis	0.06545112511136046	0.9651443803432437	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Diagnosis	0.07109245461751897	0.9491572885823697	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Progressive	0.00564132950615851	0.9999032829279635	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Diagnosis-Deceased	0.13650508192296862	0.48758976692693645	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Progressive-Deceased	-0.09637821997104198	0.5081633954430249	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Deceased	0.015430071648050922	0.9943443251623747	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Progressive-Diagnosis	-0.23288330189401057	0.08727919893182212	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Diagnosis	-0.12107501027491768	0.5230444760032523	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Progressive	0.1118082916190929	0.2534113915232138	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Diagnosis-Deceased	-0.04251563177814614	0.9828540952791452	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Progressive-Deceased	-0.019339341520624317	0.9955935589871379	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Deceased	0.1390037828692691	0.29350366893002455	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Progressive-Diagnosis	0.023176290257521825	0.9968917854126496	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Diagnosis	0.18151941464741522	0.35908146852570444	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Progressive	0.1583431243898934	0.1582777604305119	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Diagnosis-Deceased	-0.24322529552580816	0.6696185837151396	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Progressive-Deceased	-0.23005651820310744	0.4619531504717057	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Deceased	-0.2285740024358144	0.3823490688914303	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Progressive-Diagnosis	0.01316877732270072	0.9999055356213551	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Diagnosis	0.014651293089993744	0.9998477306818057	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Progressive	0.0014825157672930245	0.9999994663321168	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Diagnosis-Deceased	-0.0375481804503317	0.9988277827779892	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Progressive-Deceased	-0.10160844535386138	0.9455970411617224	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Deceased	-0.06165681139325824	0.982386364911648	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Progressive-Diagnosis	-0.06406026490352967	0.9938556827161884	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Diagnosis	-0.024108630942926534	0.9996070954389931	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Progressive	0.03995163396060314	0.9941039431674024	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Diagnosis-Deceased	-0.07240334615042249	0.9912541830971462	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Progressive-Deceased	-0.09482457119738696	0.9521992993076489	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Deceased	0.028667997216142216	0.9980201373527026	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Progressive-Diagnosis	-0.022421225046964477	0.9997113158949176	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Diagnosis	0.1010713433665647	0.971353874002759	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Progressive	0.12349256841352918	0.8533438246896142	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Diagnosis-Deceased	-0.10939649439241717	0.9832831484010185	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Progressive-Deceased	-0.1002197619555496	0.9672114169125949	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Deceased	-0.005647001279475927	0.9999913327634802	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Progressive-Diagnosis	0.009176732436867563	0.9999887725521501	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Diagnosis	0.10374949311294124	0.9820804589788213	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Progressive	0.09457276067607367	0.9564467284968582	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Diagnosis-Deceased	0.12769238888695156	0.9268145485847107	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Progressive-Deceased	-0.0027798980251416694	0.9999976658759807	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Recurrence-Deceased	0.12381738241591989	0.8011590980346484	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Progressive-Diagnosis	-0.13047228691209323	0.9172392285198917	Medulloblastoma	merged	1	FALSE	FALSE
